Strong_against,Aatrox,Ahri,Akali,Akshan,Alistar,Amumu,Anivia,Annie,Aphelios,Ashe,AurelionSol,Azir,Bard,Belveth,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Chogath,Corki,Darius,Diana,DrMundo,Draven,Ekko,Elise,Evelynn,Ezreal,FiddleSticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Gwen,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,JarvanIV,Jax,Jayce,Jhin,Jinx,KSante,Kaisa,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Khazix,Kindred,Kled,KogMaw,Leblanc,LeeSin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,MasterYi,Milio,MissFortune,MonkeyKing,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Neeko,Nidalee,Nilah,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Quinn,Rakan,Rammus,RekSai,Rell,Renata,Renekton,Rengar,Riven,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,TahmKench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,TwistedFate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Velkoz,Vex,Vi,Viego,Viktor,Vladimir,Volibear,Warwick,Xayah,Xerath,XinZhao,Yasuo,Yone,Yorick,Yuumi,Zac,Zed,Zeri,Ziggs,Zilean,Zoe,Zyra
Taric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teemo,,,,,,,,,,,,,,,,,,,607.4721,,,,,,465.6283,,,,,,,,,,,509.6541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristana,,,,,,,,,,,1371.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.2004,,,,,,,,,,,,,,,,,846.7427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.3851,,,,,,,,,,,,,,,,,1143.2302,,,,,,,,,,,,,,,,,,,,,,
Trundle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.5038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryndamere,,,,,,,,,,,,,,,,,,,,,816.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980.4444,,,,,,,,,,,,,,,,,,,,,,998.1245,,,,,,,,,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.8452,,,,,,,,
TwistedFate,,,,,,,,537.8176,,,636.51,,,,,,,,,,,,,,,,,,,,,,,584.0241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.3542,,,,,465.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitch,,,,,,,,,161.7704,184.5909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.624,,,,,,,,,,,,,,,,,,,,,266.5533,,,,,,,,,,,,,,,,,,,,,,,
Udyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.1558,,,,,,,,,,427.4286,,,,,,,,,,781.7059,,,,,,,,,,437.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4378,,,,,,
Urgot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.665,,,,,,,,,,,,,,,,,,,,,,302.4187,,,,,,,,,,,,,,,,,,,,,,,,,516.7991,,,,,,,,,,,,,,,,,,,,,,326.6867,,,,,,,,,789.1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varus,,,,,,,,,416.5874,452.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.9945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0452,,,,,,,,,,,,,,,,,,,,,,,
Vayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.9115,,,,,,,152.1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veigar,,,,,,,,,,,289.9984,,,,,,,,,,,,,,,,,,,,,,,172.412,,,,,,,,,,,,,,,,,,,,,,,207.2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velkoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vex,,,242.1968,,,,,,,,457.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.9817,,,,,,,,,
Vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.7612,,,,,,,,,,,,,,,,,,,,,,,,350.1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.7927,,,,,,
Viego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.0628,,,,,,,,,,,,,,483.2974,,,,,,,,,,672.7653,,,,,,,,,,570.3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.465,,,,,,
Viktor,,,,,,,,260.9787,,,384.2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.6888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.1018,,,,,,,,,,,,,,,,265.9116,,,,,,,,,,,,,,,,,,,,
Vladimir,,,,,,,,369.6316,,,444.794,,,,,,,,,,,,,,,,,,,,,,,258.6122,,,,,,,,,,,,,,,,,,,,,,,219.2104,297.7595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volibear,,,,,,,,,,,,,,,,,,,464.1301,,713.3451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.309,,,,,,,,,,885.1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.3944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warwick,,,,,,,,,,,,,,,,,,,853.963,,,,,,,,,,,,,,,,,,,,,,,,,521.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.8632,,,,,,,,,,,,,,,,,,,531.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.119,,,,,,
Xayah,,,,,,,,,257.6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.2511,,,,,,,,,,,,,,,,,,,,,,,,474.8698,,,,,,,224.4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xerath,,,,,844.3728,,,,,,,,,,,,935.4619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.7467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814.8186,,,,,,,,,,,,,,,,,,,,,,,,,851.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XinZhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.9325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.9216,,,,,,,,,,585.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8443,,,,,,,,,,,,,475.25,,,,,,
Yasuo,,,,,,,,,,,821.6015,,,,,,,,,,,,,,,,,,,,,,,740.314,,,,,,,,,,,,,,,,,,,,,,,727.5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570.2291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.562,,,,,,,,,,,,,,,,,,,,,,
Yone,,,,,,,,,,,963.0607,,,,,,,,,,,,,,689.9084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.6192,,,,,,,,,,,,,,,,,,,,,,,,,,,731.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorick,,,,,,,,,,,,,,,,,,,,,,,,,459.3346,,,,,,,,,,,,,346.69,,,,,,,,,,,,,,,,,,,,,524.9839,,,,,,,,,,,,,,,561.9019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.6826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zed,,,,,,,,679.738,,,1030.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.5943,,,,,,,,,,,,,,642.7897,,,,,,,,,,,,,,,,,,,,,,
Zeri,,,,,,,,,,175.0581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.4904,,,,,267.9973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.9517,,,,,,,268.6502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziggs,,,,,,,332.0419,,,,878.2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.8953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.1483,,,,,,,,,,,,,,,,,593.3268,,,,,,,,,,,,,,,,,,,,,,
Zilean,,,,,260.3011,,,,,,,,,,166.8963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.7359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoe,,,,,,,,,,,859.6518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.557,,,,,,,,,,,,,,,,,570.2725,,484.387,,,,484.5336,,,,,,,,,,,,,,,,
Zyra,,,,,711.7529,,,,,,,,,,,,701.3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.7236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.2338,,,,,669.0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
